Data Year,Quarter,COUNTY,ZEV Sales,Total LDV Sales,ZEV Sales Share
2022,3,Tuolumne,31,315,10%
2022,3,Ventura,1678,7668,22%
2022,3,Yolo,277,1425,19%
2022,3,Yuba,47,437,11%
2022,4,Alameda,5386,14738,37%
2022,4,Alpine,3,7,43%
2022,4,Amador,18,222,8%
2022,4,Butte,121,1179,10%
2022,4,Calaveras,26,321,8%
2022,4,Colusa,9,168,5%
2022,4,Contra Costa,3468,10851,32%
2022,4,Del Norte,4,91,4%
2022,4,El Dorado,351,1620,22%
2022,4,Fresno,800,6454,12%
2022,4,Glenn,7,164,4%
2022,4,Humboldt,92,676,14%
2022,4,Imperial,68,1901,4%
2022,4,Inyo,17,148,11%
2022,4,Kern,595,6959,9%
2022,4,Kings,58,894,6%
2022,4,Lake,27,289,9%
2022,4,Lassen,5,108,5%
2022,4,Los Angeles,25456,111356,23%
2022,4,Madera,97,891,11%
2022,4,Marin,1073,2824,38%
2022,4,Mariposa,15,90,17%
2022,4,Mendocino,63,486,13%
2022,4,Merced,143,1408,10%
2022,4,Modoc,1,27,4%
2022,4,Mono,17,99,17%
2022,4,Monterey,462,2743,17%
2022,4,Napa,398,1304,31%
2022,4,Nevada,139,650,21%
2022,4,Orange,11321,41692,27%
2022,4,Out Of State,631,17780,4%
2022,4,Placer,1039,4400,24%
2022,4,Plumas,6,80,8%
2022,4,Riverside,3816,24479,16%
2022,4,Sacramento,2849,11387,25%
2022,4,San Benito,105,559,19%
2022,4,San Bernardino,3250,20748,16%
2022,4,San Diego,7788,34022,23%
2022,4,San Francisco,2134,6258,34%
2022,4,San Joaquin,1260,6158,20%
2022,4,San Luis Obispo,475,2183,22%
2022,4,San Mateo,3719,10123,37%
2022,4,Santa Barbara,670,3457,19%
2022,4,Santa Clara,8119,20801,39%
2022,4,Santa Cruz,475,1739,27%
2022,4,Shasta,111,1185,9%
2022,4,Sierra,0,17,0%
2022,4,Siskiyou,20,240,8%
2022,4,Solano,648,3559,18%
2022,4,Sonoma,954,4180,23%
2022,4,Stanislaus,397,3476,11%
2022,4,Sutter,84,707,12%
2022,4,Tehama,27,290,9%
2022,4,Trinity,2,45,4%
2022,4,Tulare,198,2752,7%
2022,4,Tuolumne,34,327,10%
2022,4,Ventura,1842,8269,22%
2022,4,Yolo,352,1571,22%
2022,4,Yuba,55,464,12%
2021,1,Alameda,2751,14005,20%
2021,1,Alpine,3,14,21%
2021,1,Amador,9,255,4%
2021,1,Butte,65,1276,5%
2021,1,Calaveras,21,353,6%
2021,1,Colusa,4,177,2%
2021,1,Contra Costa,1647,11167,15%
2021,1,Del Norte,2,126,2%
2021,1,El Dorado,164,1647,10%
2021,1,Fresno,392,7219,5%
2021,1,Glenn,7,193,4%
2021,1,Humboldt,49,707,7%
2021,1,Imperial,24,2181,1%
2021,1,Inyo,6,130,5%
2021,1,Kern,267,6825,4%
2021,1,Kings,35,1124,3%
2021,1,Lake,10,321,3%
2021,1,Lassen,1,134,1%
2021,1,Los Angeles,11801,129439,9%
2021,1,Madera,43,969,4%
2021,1,Marin,719,3027,24%
2021,1,Mariposa,6,99,6%
2021,1,Mendocino,31,523,6%
2021,1,Merced,69,1630,4%
2021,1,Modoc,0,22,0%
2021,1,Mono,5,90,6%
2021,1,Monterey,219,2838,8%
2021,1,Napa,196,1210,16%
2021,1,Nevada,74,703,11%
2021,1,Orange,5758,42216,14%
2021,1,Out Of State,105,34835,0%
2021,1,Placer,465,4262,11%
2021,1,Plumas,1,120,1%
2021,1,Riverside,1743,25970,7%
2021,1,Sacramento,1163,11542,10%
2021,1,San Benito,37,515,7%
2021,1,San Bernardino,1318,21672,6%
2021,1,San Diego,3784,34431,11%
2021,1,San Francisco,1418,6762,21%
2021,1,San Joaquin,451,6330,7%
2021,1,San Luis Obispo,255,2035,13%
2021,1,San Mateo,1539,10561,15%
2021,1,Santa Barbara,384,3386,11%
2021,1,Santa Clara,3850,17159,22%
2021,1,Santa Cruz,298,1987,15%
2021,1,Shasta,69,1232,6%
2021,1,Sierra,0,16,0%
2021,1,Siskiyou,3,268,1%
2021,1,Solano,385,3677,10%
2021,1,Sonoma,541,4050,13%
2021,1,Stanislaus,177,3863,5%
2021,1,Sutter,39,847,5%
2021,1,Tehama,11,350,3%
2021,1,Trinity,1,64,2%
2021,1,Tulare,109,3198,3%
2021,1,Tuolumne,13,334,4%
2021,1,Ventura,937,8917,11%
2021,1,Yolo,166,1553,11%
2021,1,Yuba,16,475,3%
2021,2,Alameda,3246,15525,21%
2021,2,Alpine,2,9,22%
2021,2,Amador,13,283,5%
2021,2,Butte,87,1448,6%
2021,2,Calaveras,16,349,5%
2021,2,Colusa,2,202,1%
2021,2,Contra Costa,2086,12315,17%
2021,2,Del Norte,2,129,2%
2021,2,El Dorado,199,1761,11%
2021,2,Fresno,582,8846,7%
2021,2,Glenn,3,250,1%
2021,2,Humboldt,65,858,8%
2021,2,Imperial,59,2636,2%
2021,2,Inyo,11,181,6%
2021,2,Kern,425,8853,5%
2021,2,Kings,49,1319,4%
2021,2,Lake,28,401,7%
2021,2,Lassen,1,155,1%
2021,2,Los Angeles,15645,150433,10%
2021,2,Madera,66,1183,6%
2021,2,Marin,763,3083,25%
2021,2,Mariposa,6,115,5%
2021,2,Mendocino,56,607,9%
2021,2,Merced,115,2067,6%
2021,2,Modoc,0,51,0%
2021,2,Mono,10,132,8%
2021,2,Monterey,334,3583,9%
2021,2,Napa,200,1341,15%
2021,2,Nevada,89,717,12%
2021,2,Orange,7288,48444,15%
2021,2,Out Of State,421,23450,2%
2021,2,Placer,569,4820,12%
2021,2,Plumas,5,109,5%
2021,2,Riverside,2537,31978,8%
2021,2,Sacramento,1460,13623,11%
2021,2,San Benito,65,699,9%
2021,2,San Bernardino,1958,27100,7%
2021,2,San Diego,4497,41247,11%
2021,2,San Francisco,1579,7374,21%
2021,2,San Joaquin,697,7505,9%
2021,2,San Luis Obispo,352,2471,14%
2021,2,San Mateo,1714,13192,13%
2021,2,Santa Barbara,452,4023,11%
2021,2,Santa Clara,4967,20437,24%
2021,2,Santa Cruz,344,2175,16%
2021,2,Shasta,100,1488,7%
2021,2,Sierra,0,21,0%
2021,2,Siskiyou,10,299,3%
2021,2,Solano,463,4483,10%
2021,2,Sonoma,649,4557,14%
2021,2,Stanislaus,266,4808,6%
2021,2,Sutter,46,905,5%
2021,2,Tehama,22,478,5%
2021,2,Trinity,0,53,0%
2021,2,Tulare,146,4131,4%
2021,2,Tuolumne,24,392,6%
2021,2,Ventura,1194,10777,11%
2021,2,Yolo,239,1722,14%
2021,2,Yuba,35,658,5%
2021,3,Alameda,3293,13785,24%
2021,3,Alpine,4,37,11%
2021,3,Amador,17,249,7%
2021,3,Butte,93,1269,7%
2021,3,Calaveras,26,375,7%
2021,3,Colusa,2,143,1%
2021,3,Contra Costa,2166,11062,20%
2021,3,Del Norte,2,92,2%
2021,3,El Dorado,206,1660,12%
2021,3,Fresno,557,7537,7%
2021,3,Glenn,5,198,3%
2021,3,Humboldt,54,664,8%
2021,3,Imperial,67,2346,3%
2021,3,Inyo,7,138,5%
2021,3,Kern,405,7620,5%
2021,3,Kings,48,1155,4%
2021,3,Lake,19,283,7%
2021,3,Lassen,1,135,1%
2021,3,Los Angeles,15086,116096,13%
2021,3,Madera,55,983,6%
2021,3,Marin,789,2884,27%
2021,3,Mariposa,9,106,8%
2021,3,Mendocino,42,515,8%
2021,3,Merced,106,1755,6%
2021,3,Modoc,0,39,0%
2021,3,Mono,3,105,3%
2021,3,Monterey,328,3061,11%
2021,3,Napa,201,1217,17%
2021,3,Nevada,82,668,12%
2021,3,Orange,7053,40685,17%
2021,3,Out Of State,886,18726,5%
2021,3,Placer,661,4168,16%
2021,3,Plumas,8,105,8%
2021,3,Riverside,2766,27163,10%
2021,3,Sacramento,1358,11929,11%
2021,3,San Benito,88,663,13%
2021,3,San Bernardino,2006,22909,9%
2021,3,San Diego,5359,35211,15%
2021,3,San Francisco,1475,6595,22%
2021,3,San Joaquin,704,6613,11%
2021,3,San Luis Obispo,294,2030,14%
2021,3,San Mateo,1693,8362,20%
2021,3,Santa Barbara,442,3469,13%
2021,3,Santa Clara,4767,18827,25%
2021,3,Santa Cruz,311,1798,17%
2021,3,Shasta,86,1234,7%
2021,3,Sierra,1,14,7%
2021,3,Siskiyou,9,235,4%
2021,3,Solano,491,3939,12%
2021,3,Sonoma,602,3991,15%
2021,3,Stanislaus,317,4036,8%
2021,3,Sutter,53,814,7%
2021,3,Tehama,11,340,3%
2021,3,Trinity,3,57,5%
2021,3,Tulare,145,3381,4%
2021,3,Tuolumne,22,342,6%
2021,3,Ventura,1200,8672,14%
2021,3,Yolo,200,1581,13%
2021,3,Yuba,22,537,4%
2021,4,Alameda,3364,11557,29%
2021,4,Alpine,0,9,0%
2021,4,Amador,22,214,10%
2021,4,Butte,70,1006,7%
2021,4,Calaveras,20,309,6%
2021,4,Colusa,8,146,5%
2021,4,Contra Costa,2156,9444,23%
2021,4,Del Norte,6,95,6%
2021,4,El Dorado,224,1501,15%
2021,4,Fresno,568,5936,10%
2021,4,Glenn,9,133,7%
2021,4,Humboldt,60,545,11%
2021,4,Imperial,48,1889,3%
2021,4,Inyo,7,140,5%
2021,4,Kern,403,5993,7%
2021,4,Kings,57,879,6%
2021,4,Lake,16,250,6%
2021,4,Lassen,1,140,1%
2021,4,Los Angeles,16032,95715,17%
2021,4,Madera,83,835,10%
2021,4,Marin,832,2584,32%
2021,4,Mariposa,3,52,6%
2021,4,Mendocino,40,434,9%
2021,4,Merced,100,1472,7%
2021,4,Modoc,2,31,6%
2021,4,Mono,11,90,12%
2021,4,Monterey,321,2528,13%
2021,4,Napa,198,995,20%
2021,4,Nevada,82,610,13%
2021,4,Orange,7530,35857,21%
2021,4,Out Of State,764,15188,5%
2021,4,Placer,683,3744,18%
2021,4,Plumas,13,109,12%
2021,4,Riverside,2787,22857,12%
2021,4,Sacramento,1497,10002,15%
2021,4,San Benito,67,543,12%
2021,4,San Bernardino,2072,18915,11%
2021,4,San Diego,5170,29945,17%
2021,4,San Francisco,1551,5640,28%
2021,4,San Joaquin,762,5748,13%
2021,4,San Luis Obispo,277,1805,15%
2021,4,San Mateo,2036,8242,25%
2021,4,Santa Barbara,457,3151,15%
2021,4,Santa Clara,5455,16452,33%
2021,4,Santa Cruz,335,1557,22%
2021,4,Shasta,82,1095,7%
2021,4,Sierra,0,14,0%
2021,4,Siskiyou,12,233,5%
2021,4,Solano,502,3286,15%
2021,4,Sonoma,564,3408,17%
2021,4,Stanislaus,283,3246,9%
2021,4,Sutter,61,645,9%
2021,4,Tehama,16,269,6%
2021,4,Trinity,2,52,4%
2021,4,Tulare,130,2817,5%
2021,4,Tuolumne,26,325,8%
2021,4,Ventura,1352,7425,18%
2021,4,Yolo,224,1451,15%
2021,4,Yuba,41,427,10%
2020,1,Alameda,2788,14587,19%
2020,1,Alpine,1,7,14%
2020,1,Amador,9,199,5%
2020,1,Butte,36,1147,3%
2020,1,Calaveras,16,285,6%
2020,1,Colusa,1,127,1%
2020,1,Contra Costa,1408,10391,14%
2020,1,Del Norte,1,92,1%
2020,1,El Dorado,144,1512,10%
2020,1,Fresno,248,5805,4%
2020,1,Glenn,2,187,1%
2020,1,Humboldt,22,529,4%
2020,1,Imperial,12,1537,1%
2020,1,Inyo,4,127,3%
2020,1,Kern,146,5499,3%
2020,1,Kings,17,876,2%
2020,1,Lake,8,260,3%
2020,1,Lassen,1,94,1%
2020,1,Los Angeles,9279,134372,7%
2020,1,Madera,20,730,3%
2020,1,Marin,590,2965,20%
2020,1,Mariposa,4,78,5%
2020,1,Mendocino,13,482,3%
2020,1,Merced,27,1263,2%
2020,1,Modoc,0,25,0%
2020,1,Mono,1,87,1%
2020,1,Monterey,151,2710,6%
2020,1,Napa,132,1169,11%
2020,1,Nevada,39,557,7%
2020,1,Orange,4464,41563,11%
2020,1,Out Of State,161,42066,0%
2020,1,Placer,347,3856,9%
2020,1,Plumas,3,94,3%
2020,1,Riverside,1150,22387,5%
2020,1,Sacramento,844,10615,8%
2020,1,San Benito,29,492,6%
2020,1,San Bernardino,933,18927,5%
2020,1,San Diego,3093,33611,9%
2020,1,San Francisco,964,6196,16%
2020,1,San Joaquin,348,5240,7%
2020,1,San Luis Obispo,169,1750,10%
2020,1,San Mateo,1574,18872,8%
2020,1,Santa Barbara,283,3034,9%
2020,1,Santa Clara,4593,20742,22%
2020,1,Santa Cruz,279,1819,15%
2020,1,Shasta,32,1012,3%
2020,1,Sierra,1,20,5%
2020,1,Siskiyou,1,186,1%
2020,1,Solano,204,3361,6%
2020,1,Sonoma,365,3776,10%
2020,1,Stanislaus,113,3084,4%
2020,1,Sutter,19,624,3%
2020,1,Tehama,7,288,2%
2020,1,Trinity,2,44,5%
2020,1,Tulare,80,2578,3%
2020,1,Tuolumne,17,299,6%
2020,1,Ventura,785,9050,9%
2020,1,Yolo,150,1536,10%
2020,1,Yuba,17,400,4%
2020,2,Alameda,1101,8271,13%
2020,2,Alpine,0,2,0%
2020,2,Amador,5,199,3%
2020,2,Butte,30,963,3%
2020,2,Calaveras,6,235,3%
2020,2,Colusa,2,130,2%
2020,2,Contra Costa,668,6747,10%
2020,2,Del Norte,0,79,0%
2020,2,El Dorado,73,1142,6%
2020,2,Fresno,142,4607,3%
2020,2,Glenn,1,128,1%
2020,2,Humboldt,22,478,5%
2020,2,Imperial,10,1307,1%
2020,2,Inyo,3,87,3%
2020,2,Kern,85,4760,2%
2020,2,Kings,15,786,2%
2020,2,Lake,6,200,3%
2020,2,Lassen,1,107,1%
2020,2,Los Angeles,4729,71367,7%
2020,2,Madera,19,674,3%
2020,2,Marin,278,1675,17%
2020,2,Mariposa,1,54,2%
2020,2,Mendocino,19,343,6%
2020,2,Merced,18,1105,2%
2020,2,Modoc,0,14,0%
2020,2,Mono,4,58,7%
2020,2,Monterey,84,1933,4%
2020,2,Napa,53,739,7%
2020,2,Nevada,22,406,5%
2020,2,Orange,2173,28001,8%
2020,2,Out Of State,73,9058,1%
2020,2,Placer,155,2969,5%
2020,2,Plumas,2,48,4%
2020,2,Riverside,603,18871,3%
2020,2,Sacramento,412,8077,5%
2020,2,San Benito,13,360,4%
2020,2,San Bernardino,467,15580,3%
2020,2,San Diego,1235,23188,5%
2020,2,San Francisco,533,4736,11%
2020,2,San Joaquin,147,4147,4%
2020,2,San Luis Obispo,90,1376,7%
2020,2,San Mateo,626,5027,12%
2020,2,Santa Barbara,168,2329,7%
2020,2,Santa Clara,1669,9943,17%
2020,2,Santa Cruz,122,1163,10%
2020,2,Shasta,24,1060,2%
2020,2,Sierra,1,8,13%
2020,2,Siskiyou,3,159,2%
2020,2,Solano,123,2619,5%
2020,2,Sonoma,189,2518,8%
2020,2,Stanislaus,65,2754,2%
2020,2,Sutter,15,567,3%
2020,2,Tehama,4,264,2%
2020,2,Trinity,1,48,2%
2020,2,Tulare,27,2299,1%
2020,2,Tuolumne,4,252,2%
2020,2,Ventura,343,6510,5%
2020,2,Yolo,74,1173,6%
2020,2,Yuba,1,362,0%
2020,3,Alameda,1635,12859,13%
2020,3,Alpine,0,4,0%
2020,3,Amador,9,232,4%
2020,3,Butte,40,1214,3%
2020,3,Calaveras,13,377,3%
2020,3,Colusa,0,142,0%
2020,3,Contra Costa,1000,10167,10%
2020,3,Del Norte,4,88,5%
2020,3,El Dorado,115,1502,8%
2020,3,Fresno,263,6596,4%
2020,3,Glenn,6,173,3%
2020,3,Humboldt,26,601,4%
2020,3,Imperial,11,2119,1%
2020,3,Inyo,6,144,4%
2020,3,Kern,138,6555,2%
2020,3,Kings,22,1056,2%
2020,3,Lake,13,319,4%
2020,3,Lassen,0,139,0%
2020,3,Los Angeles,7213,108789,7%
2020,3,Madera,13,791,2%
2020,3,Marin,456,2724,17%
2020,3,Mariposa,2,90,2%
2020,3,Mendocino,26,532,5%
2020,3,Merced,48,1496,3%
2020,3,Modoc,0,37,0%
2020,3,Mono,8,116,7%
2020,3,Monterey,134,2812,5%
2020,3,Napa,106,1115,10%
2020,3,Nevada,65,712,9%
2020,3,Orange,3835,39178,10%
2020,3,Out Of State,88,11562,1%
2020,3,Placer,297,3866,8%
2020,3,Plumas,2,109,2%
2020,3,Riverside,978,24108,4%
2020,3,Sacramento,717,11022,7%
2020,3,San Benito,28,526,5%
2020,3,San Bernardino,740,20720,4%
2020,3,San Diego,2373,31644,7%
2020,3,San Francisco,1072,7318,15%
2020,3,San Joaquin,254,5997,4%
2020,3,San Luis Obispo,143,1780,8%
2020,3,San Mateo,977,7177,14%
2020,3,Santa Barbara,264,3106,8%
2020,3,Santa Clara,2455,16478,15%
2020,3,Santa Cruz,168,1756,10%
2020,3,Shasta,31,1307,2%
2020,3,Sierra,1,16,6%
2020,3,Siskiyou,4,273,1%
2020,3,Solano,188,3550,5%
2020,3,Sonoma,348,3886,9%
2020,3,Stanislaus,115,3689,3%
2020,3,Sutter,16,719,2%
2020,3,Tehama,8,347,2%
2020,3,Trinity,2,69,3%
2020,3,Tulare,58,3140,2%
2020,3,Tuolumne,9,320,3%
2020,3,Ventura,576,8966,6%
2020,3,Yolo,105,1396,8%
2020,3,Yuba,13,482,3%
2020,4,Alameda,2176,13635,16%
2020,4,Alpine,1,13,8%
2020,4,Amador,8,267,3%
2020,4,Butte,63,1288,5%
2020,4,Calaveras,10,343,3%
2020,4,Colusa,1,156,1%
2020,4,Contra Costa,1457,10491,14%
2020,4,Del Norte,2,93,2%
2020,4,El Dorado,144,1723,8%
2020,4,Fresno,338,7182,5%
2020,4,Glenn,9,206,4%
2020,4,Humboldt,33,705,5%
2020,4,Imperial,16,2094,1%
2020,4,Inyo,8,127,6%
2020,4,Kern,203,6945,3%
2020,4,Kings,21,1065,2%
2020,4,Lake,6,298,2%
2020,4,Lassen,2,143,1%
2020,4,Los Angeles,10037,110041,9%
2020,4,Madera,34,932,4%
2020,4,Marin,606,2949,21%
2020,4,Mariposa,3,107,3%
2020,4,Mendocino,29,580,5%
2020,4,Merced,42,1540,3%
2020,4,Modoc,0,46,0%
2020,4,Mono,6,135,4%
2020,4,Monterey,201,2971,7%
2020,4,Napa,132,1170,11%
2020,4,Nevada,90,726,12%
2020,4,Orange,5034,41760,12%
2020,4,Out Of State,85,28764,0%
2020,4,Placer,437,4219,10%
2020,4,Plumas,4,124,3%
2020,4,Riverside,1427,25888,6%
2020,4,Sacramento,851,11283,8%
2020,4,San Benito,47,544,9%
2020,4,San Bernardino,1076,21199,5%
2020,4,San Diego,3276,33822,10%
2020,4,San Francisco,1425,7355,19%
2020,4,San Joaquin,394,6086,6%
2020,4,San Luis Obispo,228,1951,12%
2020,4,San Mateo,1282,7304,18%
2020,4,Santa Barbara,392,3560,11%
2020,4,Santa Clara,3086,16755,18%
2020,4,Santa Cruz,226,1957,12%
2020,4,Shasta,52,1282,4%
2020,4,Sierra,0,21,0%
2020,4,Siskiyou,5,250,2%
2020,4,Solano,242,3592,7%
2020,4,Sonoma,421,3900,11%
2020,4,Stanislaus,161,3723,4%
2020,4,Sutter,22,712,3%
2020,4,Tehama,9,376,2%
2020,4,Trinity,3,74,4%
2020,4,Tulare,71,3193,2%
2020,4,Tuolumne,12,361,3%
2020,4,Ventura,753,8962,8%
2020,4,Yolo,126,1503,8%
2020,4,Yuba,22,499,4%
2019,1,Alameda,3055,15724,19%
2019,1,Alpine,1,9,11%
2019,1,Amador,5,242,2%
2019,1,Butte,36,1624,2%
2019,1,Calaveras,10,330,3%
2019,1,Colusa,1,153,1%
2019,1,Contra Costa,1481,11676,13%
2019,1,Del Norte,3,76,4%
2019,1,El Dorado,121,1529,8%
2019,1,Fresno,208,6042,3%
2019,1,Glenn,2,188,1%
2019,1,Humboldt,26,558,5%
2019,1,Imperial,13,1722,1%
2019,1,Inyo,1,136,1%
2019,1,Kern,118,5895,2%
2019,1,Kings,4,1092,0%
2019,1,Lake,11,294,4%
2019,1,Lassen,0,116,0%
2019,1,Los Angeles,9112,145463,6%
2019,1,Madera,13,811,2%
2019,1,Marin,502,3112,16%
2019,1,Mariposa,0,91,0%
2019,1,Mendocino,14,464,3%
2019,1,Merced,28,1349,2%
2019,1,Modoc,0,18,0%
2019,1,Mono,1,76,1%
2019,1,Monterey,150,2970,5%
2019,1,Napa,104,1299,8%
2019,1,Nevada,36,584,6%
2019,1,Orange,5041,44792,11%
2019,1,Out Of State,322,49289,1%
2019,1,Placer,286,3992,7%
2019,1,Plumas,2,111,2%
2019,1,Riverside,1078,23413,5%
2019,1,Sacramento,686,11297,6%
2019,1,San Benito,27,491,5%
2019,1,San Bernardino,1016,20701,5%
2019,1,San Diego,2469,34659,7%
2019,1,San Francisco,925,6527,14%
2019,1,San Joaquin,230,5412,4%
2019,1,San Luis Obispo,121,1844,7%
2019,1,San Mateo,1437,20831,7%
2019,1,Santa Barbara,216,3164,7%
2019,1,Santa Clara,5277,22655,23%
2019,1,Santa Cruz,244,2042,12%
2019,1,Shasta,25,1158,2%
2019,1,Sierra,0,21,0%
2019,1,Siskiyou,2,204,1%
2019,1,Solano,222,3548,6%
2019,1,Sonoma,365,4140,9%
2019,1,Stanislaus,87,3119,3%
2019,1,Sutter,14,723,2%
2019,1,Tehama,6,373,2%
2019,1,Trinity,1,49,2%
2019,1,Tulare,44,2642,2%
2019,1,Tuolumne,10,343,3%
2019,1,Ventura,687,9762,7%
2019,1,Yolo,148,1734,9%
2019,1,Yuba,9,451,2%
2019,2,Alameda,2803,16315,17%
2019,2,Alpine,0,13,0%
2019,2,Amador,4,265,2%
2019,2,Butte,41,1515,3%
2019,2,Calaveras,8,327,2%
2019,2,Colusa,1,173,1%
2019,2,Contra Costa,1418,11615,12%
2019,2,Del Norte,5,109,5%
2019,2,El Dorado,144,1716,8%
2019,2,Fresno,270,6837,4%
2019,2,Glenn,4,212,2%
2019,2,Humboldt,33,690,5%
2019,2,Imperial,19,1953,1%
2019,2,Inyo,2,127,2%
2019,2,Kern,186,6454,3%
2019,2,Kings,17,1123,2%
2019,2,Lake,13,355,4%
2019,2,Lassen,1,108,1%
2019,2,Los Angeles,9178,140999,7%
2019,2,Madera,21,864,2%
2019,2,Marin,479,3030,16%
2019,2,Mariposa,5,99,5%
2019,2,Mendocino,30,536,6%
2019,2,Merced,40,1463,3%
2019,2,Modoc,0,34,0%
2019,2,Mono,1,115,1%
2019,2,Monterey,128,3211,4%
2019,2,Napa,106,1276,8%
2019,2,Nevada,37,632,6%
2019,2,Orange,4804,46057,10%
2019,2,Out Of State,108,49721,0%
2019,2,Placer,291,4177,7%
2019,2,Plumas,1,107,1%
2019,2,Riverside,1191,26722,4%
2019,2,Sacramento,827,11757,7%
2019,2,San Benito,32,634,5%
2019,2,San Bernardino,1071,22381,5%
2019,2,San Diego,2782,36548,8%
2019,2,San Francisco,917,6811,13%
2019,2,San Joaquin,340,5960,6%
2019,2,San Luis Obispo,149,1939,8%
2019,2,San Mateo,1480,25564,6%
2019,2,Santa Barbara,228,3344,7%
2019,2,Santa Clara,5052,23116,22%
2019,2,Santa Cruz,230,2040,11%
2019,2,Shasta,30,1281,2%
2019,2,Sierra,0,17,0%
2019,2,Siskiyou,3,281,1%
2019,2,Solano,239,3756,6%
2019,2,Sonoma,340,4411,8%
2019,2,Stanislaus,129,3607,4%
2019,2,Sutter,23,799,3%
2019,2,Tehama,5,346,1%
2019,2,Trinity,1,57,2%
2019,2,Tulare,45,3135,1%
2019,2,Tuolumne,11,378,3%
2019,2,Ventura,780,10277,8%
2019,2,Yolo,142,1830,8%
2019,2,Yuba,13,433,3%
2019,3,Alameda,2998,17354,17%
2019,3,Alpine,1,18,6%
2019,3,Amador,13,246,5%
2019,3,Butte,48,1402,3%
2019,3,Calaveras,18,349,5%
2019,3,Colusa,0,158,0%
2019,3,Contra Costa,1366,12679,11%
2019,3,Del Norte,2,117,2%
2019,3,El Dorado,150,1742,9%
2019,3,Fresno,324,7553,4%
2019,3,Glenn,2,193,1%
2019,3,Humboldt,40,612,7%
2019,3,Imperial,14,2052,1%
2019,3,Inyo,2,141,1%
2019,3,Kern,192,6638,3%
2019,3,Kings,21,1153,2%
2019,3,Lake,15,380,4%
2019,3,Lassen,2,146,1%
2019,3,Los Angeles,9707,128115,8%
2019,3,Madera,25,937,3%
2019,3,Marin,542,3175,17%
2019,3,Mariposa,8,114,7%
2019,3,Mendocino,19,575,3%
2019,3,Merced,43,1484,3%
2019,3,Modoc,0,24,0%
2019,3,Mono,5,102,5%
2019,3,Monterey,154,3167,5%
2019,3,Napa,113,1311,9%
2019,3,Nevada,44,646,7%
2019,3,Orange,4698,46504,10%
2019,3,Out Of State,126,40315,0%
2019,3,Placer,330,4320,8%
2019,3,Plumas,1,115,1%
2019,3,Riverside,1333,26180,5%
2019,3,Sacramento,883,12882,7%
2019,3,San Benito,30,582,5%
2019,3,San Bernardino,995,22545,4%
2019,3,San Diego,2784,35703,8%
2019,3,San Francisco,969,7158,14%
2019,3,San Joaquin,348,6313,6%
2019,3,San Luis Obispo,156,2035,8%
2019,3,San Mateo,1438,15513,9%
2019,3,Santa Barbara,227,3446,7%
2019,3,Santa Clara,4549,24204,19%
2019,3,Santa Cruz,236,2060,11%
2019,3,Shasta,30,1339,2%
2019,3,Sierra,0,17,0%
2019,3,Siskiyou,0,274,0%
2019,3,Solano,271,3933,7%
2019,3,Sonoma,392,4647,8%
2019,3,Stanislaus,126,3867,3%
2019,3,Sutter,26,813,3%
2019,3,Tehama,6,377,2%
2019,3,Trinity,1,47,2%
2019,3,Tulare,74,3176,2%
2019,3,Tuolumne,7,381,2%
2019,3,Ventura,760,10103,8%
2019,3,Yolo,166,1846,9%
2019,3,Yuba,18,523,3%
2019,4,Alameda,2206,15200,15%
2019,4,Alpine,1,9,11%
2019,4,Amador,7,248,3%
2019,4,Butte,36,1164,3%
2019,4,Calaveras,6,329,2%
2019,4,Colusa,1,134,1%
2019,4,Contra Costa,1108,11043,10%
2019,4,Del Norte,5,90,6%
2019,4,El Dorado,88,1523,6%
2019,4,Fresno,289,5972,5%
2019,4,Glenn,4,159,3%
2019,4,Humboldt,34,547,6%
2019,4,Imperial,10,1600,1%
2019,4,Inyo,3,122,2%
2019,4,Kern,106,5729,2%
2019,4,Kings,20,943,2%
2019,4,Lake,10,267,4%
2019,4,Lassen,0,132,0%
2019,4,Los Angeles,7196,124131,6%
2019,4,Madera,23,759,3%
2019,4,Marin,472,2876,16%
2019,4,Mariposa,3,108,3%
2019,4,Mendocino,26,523,5%
2019,4,Merced,27,1241,2%
2019,4,Modoc,0,34,0%
2019,4,Mono,2,93,2%
2019,4,Monterey,120,2769,4%
2019,4,Napa,93,1161,8%
2019,4,Nevada,42,613,7%
2019,4,Orange,3752,42733,9%
2019,4,Out Of State,72,33348,0%
2019,4,Placer,280,3763,7%
2019,4,Plumas,3,91,3%
2019,4,Riverside,1072,23556,5%
2019,4,Sacramento,707,10673,7%
2019,4,San Benito,25,506,5%
2019,4,San Bernardino,815,19445,4%
2019,4,San Diego,2467,32575,8%
2019,4,San Francisco,726,6266,12%
2019,4,San Joaquin,266,5312,5%
2019,4,San Luis Obispo,146,1879,8%
2019,4,San Mateo,1178,12889,9%
2019,4,Santa Barbara,204,3089,7%
2019,4,Santa Clara,3523,20107,18%
2019,4,Santa Cruz,183,1784,10%
2019,4,Shasta,22,1053,2%
2019,4,Sierra,0,16,0%
2019,4,Siskiyou,3,249,1%
2019,4,Solano,212,3550,6%
2019,4,Sonoma,357,3915,9%
2019,4,Stanislaus,86,3286,3%
2019,4,Sutter,14,589,2%
2019,4,Tehama,7,268,3%
2019,4,Trinity,0,52,0%
2019,4,Tulare,57,2878,2%
2019,4,Tuolumne,10,322,3%
2019,4,Ventura,573,9218,6%
